1989,1,9,1,1,1021044,243582
1989,2,9,2,4,1000630,156392
1989,1,1,1,4,1039391,183509
1989,1,6,1,1,998653,181082
1989,1,9,1,1,1019841,199173
1989,3,9,1,1,1036674,153399
1989,1,9,1,4,979343,174263
1989,1,2,1,1,1007534,243078
1989,1,4,1,4,1008957,185699
1989,1,3,1,4,1012949,196360
1989,12,9,4,1,982903,198842
1989,30,9,4,4,969896,159418
1989,1,4,1,4,984349,191275
1989,1,7,2,4,1010430,245242
1989,1,8,2,4,1018003,213446
1989,1,4,1,4,1007617,241317
1989,1,1,1,1,1024624,195618
1989,1,1,1,4,1045717,192855
1989,1,2,1,1,995118,155708
1989,1,3,1,4,956363,150489
1989,1,9,3,4,1020957,207505
1989,1,1,3,4,1053878,160482
1989,2,9,1,1,981597,170804
1989,1,1,1,4,1015241,190791
1989,1,4,1,1,983166,176550
1989,1,1,1,4,1026937,216416
1989,2,9,1,1,983522,157591
1989,1,9,2,3,956619,155720
1989,40,9,1,4,983728,201372
1989,1,3,1,2,1022461,243468
1989,2,9,1,1,1044481,187308
1989,1,2,1,1,996508,176285
1989,1,4,1,4,1017474,187535
1989,1,4,2,1,1045832,192919
1989,1,3,1,1,987984,170073
1989,1,1,1,4,1024760,209315
1989,2,9,1,4,1000274,167978
1989,1,4,1,3,1024455,188259
1989,1,2,1,4,986767,179841
1989,1,2,1,4,1006955,251165
1989,1,9,1,1,994888,220799
1989,1,4,1,1,1000128,195940
1989,2,9,1,1,996204,232575
1989,1,1,1,1,1023479,238790
1989,2,9,2,4,1021464,215330
1989,1,2,2,4,981477,171908
1989,1,4,2,1,1051794,192587
1989,1,3,3,1,1001683,202546
1989,2,9,1,1,1004445,166063
1989,1,4,1,1,1049594,193026
1989,2,9,1,4,999366,198223
1989,31,9,1,4,1033121,226922
1989,1,2,1,4,983060,203608
1989,1,1,1,2,1006399,175017
1989,1,4,2,3,1045257,224658
1989,1,1,2,4,1028018,201310
1989,1,1,1,1,989819,204094
1989,1,9,2,1,1049005,211193
1989,1,2,1,4,1001439,232092
1989,2,9,2,4,1014845,257494
1989,1,9,1,1,1007930,219791
1989,1,1,2,1,1007343,245994
1989,1,4,3,1,987398,202661
1989,1,1,3,4,1020025,215129
1989,1,8,1,4,962760,171273
1989,1,2,1,1,978525,173239
1989,1,3,2,4,1004127,182891
1989,1,4,3,1,1050853,190372
1989,1,1,2,1,1032624,244276
1989,1,1,1,4,1001193,242645
1989,1,1,4,1,1018748,262001
1989,1,4,1,4,1055196,192423
1989,1,3,1,1,1011435,255707
1989,1,4,1,1,1015901,215342
1989,1,4,2,1,980593,169536
1989,1,1,1,4,987556,168277
1989,3,9,1,1,988334,214461
1989,1,9,1,4,1026354,256988
1989,1,9,1,3,1003787,231129
1989,1,1,1,1,941192,164609
1989,10,4,1,1,1053773,193273
1989,2,9,1,4,982808,170016
1989,1,4,3,4,1029054,212650
1989,1,1,3,4,992870,184447
1989,1,1,3,1,1035545,206032
1989,12,9,3,1,1011387,235251
1989,1,4,3,4,991079,214455
1989,1,1,3,1,958134,152329
1989,1,4,1,4,988385,180709
1989,1,2,2,1,983546,201092
1989,1,1,1,1,998385,224071
1989,1,4,1,4,1027553,266144
1989,1,4,1,1,1056309,179509
1989,2,9,1,4,1003605,163727
1989,1,4,1,4,987691,218120
1989,12,9,2,4,1032693,223760
1989,1,1,3,1,1003602,152544
1989,1,9,3,1,992593,213616
1989,1,4,2,1,1017768,199989
1989,2,9,3,1,1009685,259275
1989,2,9,3,4,1006665,214275
1989,1,1,3,1,1001408,229525
1989,2,9,1,4,1034286,212897
1989,1,3,2,4,1009226,257932
1989,1,9,1,1,1007326,231561
1989,1,9,1,4,1007060,214420
1989,2,9,4,1,999925,214506
1989,2,9,2,2,1022545,241882
1989,1,3,1,4,933650,138268
1989,1,9,2,4,1007168,220101
1989,1,2,1,1,1007022,243322
1989,1,1,1,1,1043479,209316
1989,2,9,1,1,990022,224726
1989,3,9,1,3,1013888,253284
1989,1,1,1,1,1006955,251165
1989,1,4,2,4,1047834,198333
1989,1,2,6,4,1020564,267903
1989,1,3,3,1,1058494,201723
1989,1,1,3,4,989989,213543
1989,2,9,4,1,993190,217206
1989,1,1,4,1,1006632,249940
1989,1,9,1,1,1034739,226396
1989,1,3,1,1,1023798,265080
1989,1,2,1,4,1006541,245027
1989,1,4,1,1,1010476,211768
1989,2,9,1,1,991601,217499
1989,2,9,1,1,987002,211305
1989,1,8,1,1,988687,200650
1989,30,9,1,1,990174,209740
1989,1,2,2,1,1060671,217827
1989,1,3,1,1,992507,215451
1989,1,5,1,1,1014249,238403
1989,1,4,2,1,1051611,191356
1989,11,9,0,4,1030323,210211
1989,1,3,2,1,1003297,231385
1989,1,2,2,4,1041660,182056
1989,3,9,2,1,990313,215177
1989,1,1,1,4,1023382,240293
1989,1,4,2,4,1001775,235861
1989,1,3,3,2,1029401,197246
1989,1,2,1,4,1008006,239341
1989,1,4,1,1,953790,149298
1989,1,4,2,1,1057422,180070
1989,2,9,2,1,982707,199340
1989,1,4,2,1,983181,208424
1989,30,9,1,1,1055759,199337
1989,21,9,1,1,989689,227494
1989,1,3,1,1,986632,219923
1989,2,9,3,4,996177,220086
1989,1,1,3,4,1003735,207180
1989,1,3,1,1,1021365,246978
1989,1,2,1,1,966239,158132
1989,1,3,1,1,1005493,210236
1989,1,4,1,1,1064376,205721
1989,2,9,1,4,994092,187128
1989,1,3,1,4,1010510,212679
1989,2,9,3,3,996837,221277
1989,1,9,3,1,999718,215918
1989,1,4,3,4,1020625,253123
1989,1,1,3,1,1029054,212650
1989,40,9,1,4,1011337,247383
1989,11,9,2,1,966861,156259
1989,1,9,1,1,1053689,195721
